config_id,factor,value,task_id,mean_length_km,sd_length_km,mean_runtime_s,reference_km,gap_pct
evaporation_0.8,evaporation,0.8,3,2.55914568891398,0.009802996529099259,9.19594644199824,2.5554615909469742,0.14416565602305334
evaporation_0.8,evaporation,0.8,4,2.1336223085808013,2.3211725755504612e-05,7.066213757154765,2.1335996845890683,0.0010603672233516846
evaporation_0.8,evaporation,0.8,5,1.8650742210238547,0.0,6.863705140317324,1.865074221023855,0.0
evaporation_0.8,evaporation,0.8,6,1.7564564612326241,0.0,6.3269648832560055,1.756456461232624,1.2641623053338177e-14
evaporation_0.8,evaporation,0.8,7,1.8418822070973,0.0,4.535615552944364,1.8418822070973,0.0
evaporation_0.8,evaporation,0.8,8,2.437079254302379,0.0163100855898194,10.877696548844687,2.4314289960780373,0.23238425771246637
evaporation_0.8,evaporation,0.8,9,2.4122006554120246,0.0,7.415163411549292,2.412200655412025,0.0
evaporation_0.8,evaporation,0.8,10,2.2994485999619307,0.01503766187543885,6.351427533465904,2.284792664659961,0.6414558103525406
evaporation_0.8,evaporation,0.8,11,2.7976258422275975,0.06979732106683596,6.338830896397122,2.6881673361169907,4.071863557003027
evaporation_0.8,evaporation,0.8,12,1.4401307802139607,0.012214814647590914,8.597439075290458,1.4260236853528467,0.989260908217199
evaporation_0.8,evaporation,0.8,13,2.0420007679332928,0.021515740131987485,6.273859220364829,2.026911186852802,0.7444618776770706
evaporation_0.8,evaporation,0.8,14,1.067134550587395,0.0,2.8199120952514933,1.067134550587395,0.0
evaporation_0.8,evaporation,0.8,15,2.1133148492564042,0.0018032039291183204,5.188552679942222,2.112602871122433,0.03370146579384236
evaporation_0.8,evaporation,0.8,16,2.1606155014676247,0.0017338095722583707,9.676615582988598,2.159640501700675,0.04514639201210253
evaporation_0.8,evaporation,0.8,17,2.0100547196305705,0.0,3.9904743553488515,2.0100547196305705,0.0
evaporation_0.8,evaporation,0.8,18,2.7052757751641314,0.0,9.821118658839259,2.7052757751641314,0.0
evaporation_0.8,evaporation,0.8,19,1.908463713665149,0.0,3.3905602612299846,1.908463713665149,0.0
evaporation_0.8,evaporation,0.8,20,2.1697468439523346,0.0,5.7289226368127855,2.169746843952334,2.0467328300896403e-14
evaporation_0.8,evaporation,0.8,21,2.207342884706021,0.0,3.9199066273984497,2.207342884706021,0.0
evaporation_0.8,evaporation,0.8,22,0.6495626464756479,0.0,24.628945823700633,0.6495626464756483,0.0
evaporation_0.8,evaporation,0.8,23,2.01067302300028,0.0,2.3828263390634676,2.01067302300028,0.0
evaporation_0.8,evaporation,0.8,24,1.3508272334785483,0.0,2.304358851304278,1.3508272334785485,0.0
evaporation_0.8,evaporation,0.8,25,1.9406169918137253,0.0,3.419127691263566,1.9406169918137255,0.0
evaporation_0.8,evaporation,0.8,26,2.219755069515541,0.004783383744054478,5.7505436283536255,2.218200980928021,0.07006076549789744
evaporation_0.8,evaporation,0.8,27,1.9000621512377234,0.0,2.899775345966918,1.9000621512377236,0.0
evaporation_0.8,evaporation,0.8,28,2.028445502677383,0.011001804104468202,5.817773476860021,2.025980418950708,0.12167362051562065
evaporation_0.8,evaporation,0.8,29,2.5059884800340155,0.014169112037318961,11.459050778311212,2.4908832129936185,0.6064221301745852
evaporation_0.8,evaporation,0.8,30,1.9413095012428943,0.013269471391436588,6.871840382093796,1.9298467885369197,0.5939700899606026
