config_id,factor,value,task_id,seed,alpha,beta,evaporation,evaluation_budget,length_km,runtime_s,evaluations
alpha_2.0,alpha,2.0,20,6,2.0,2.0,0.5,7500,2.1697468439523346,5.731754974927753,7500
alpha_2.0,alpha,2.0,20,7,2.0,2.0,0.5,7500,2.1697468439523346,5.568964312900789,7500
alpha_2.0,alpha,2.0,20,8,2.0,2.0,0.5,7500,2.1697468439523346,5.759412679006346,7500
alpha_2.0,alpha,2.0,20,9,2.0,2.0,0.5,7500,2.1878895963527194,5.778157114982605,7500
alpha_2.0,alpha,2.0,20,10,2.0,2.0,0.5,7500,2.1697468439523346,5.647101673064753,7500
alpha_2.0,alpha,2.0,20,11,2.0,2.0,0.5,7500,2.1697468439523346,5.899954280932434,7500
alpha_2.0,alpha,2.0,20,12,2.0,2.0,0.5,7500,2.1697468439523346,5.639568093931302,7500
alpha_2.0,alpha,2.0,20,13,2.0,2.0,0.5,7500,2.1697468439523346,5.5670175169361755,7500
alpha_2.0,alpha,2.0,20,14,2.0,2.0,0.5,7500,2.1697468439523346,5.517951337969862,7500
alpha_2.0,alpha,2.0,20,15,2.0,2.0,0.5,7500,2.1697468439523346,5.8839944479987025,7500
alpha_2.0,alpha,2.0,20,16,2.0,2.0,0.5,7500,2.1697468439523346,5.573397071100771,7500
alpha_2.0,alpha,2.0,20,17,2.0,2.0,0.5,7500,2.1769846879087407,5.725603656028397,7500
alpha_2.0,alpha,2.0,20,18,2.0,2.0,0.5,7500,2.1697468439523346,5.932883602916263,7500
alpha_2.0,alpha,2.0,20,19,2.0,2.0,0.5,7500,2.1769846879087407,5.602638487936929,7500
alpha_2.0,alpha,2.0,21,0,2.0,2.0,0.5,7500,2.258046035865393,3.8999052530853078,7500
alpha_2.0,alpha,2.0,21,1,2.0,2.0,0.5,7500,2.2510560286151544,3.8621695679612458,7500
alpha_2.0,alpha,2.0,21,2,2.0,2.0,0.5,7500,2.2492424803186104,3.9380086309975013,7500
alpha_2.0,alpha,2.0,21,3,2.0,2.0,0.5,7500,2.2510560286151544,4.043893140042201,7500
alpha_2.0,alpha,2.0,21,4,2.0,2.0,0.5,7500,2.207342884706021,3.8982670640107244,7500
alpha_2.0,alpha,2.0,21,5,2.0,2.0,0.5,7500,2.258046035865393,3.949684099992737,7500
alpha_2.0,alpha,2.0,21,6,2.0,2.0,0.5,7500,2.242375979735251,3.80722474004142,7500
alpha_2.0,alpha,2.0,21,7,2.0,2.0,0.5,7500,2.207342884706021,3.949472283013165,7500
alpha_2.0,alpha,2.0,21,8,2.0,2.0,0.5,7500,2.207342884706021,3.970762531971559,7500
alpha_2.0,alpha,2.0,21,9,2.0,2.0,0.5,7500,2.207342884706021,3.9648308570031077,7500
alpha_2.0,alpha,2.0,21,10,2.0,2.0,0.5,7500,2.2492424803186104,3.90554984100163,7500
alpha_2.0,alpha,2.0,21,11,2.0,2.0,0.5,7500,2.2492424803186104,3.8264469110872597,7500
alpha_2.0,alpha,2.0,21,12,2.0,2.0,0.5,7500,2.207342884706021,3.9851732079405338,7500
alpha_2.0,alpha,2.0,21,13,2.0,2.0,0.5,7500,2.2510560286151544,3.8520057320129126,7500
alpha_2.0,alpha,2.0,21,14,2.0,2.0,0.5,7500,2.2492424803186104,3.864961916930042,7500
alpha_2.0,alpha,2.0,21,15,2.0,2.0,0.5,7500,2.207342884706021,3.845812072046101,7500
alpha_2.0,alpha,2.0,21,16,2.0,2.0,0.5,7500,2.207342884706021,3.950171916047111,7500
alpha_2.0,alpha,2.0,21,17,2.0,2.0,0.5,7500,2.207342884706021,5.45686230994761,7500
alpha_2.0,alpha,2.0,21,18,2.0,2.0,0.5,7500,2.207342884706021,3.902762574958615,7500
alpha_2.0,alpha,2.0,21,19,2.0,2.0,0.5,7500,2.2492424803186104,3.792546369950287,7500
alpha_2.0,alpha,2.0,22,0,2.0,2.0,0.5,7500,0.6495626464756479,23.98062156199012,7500
alpha_2.0,alpha,2.0,22,1,2.0,2.0,0.5,7500,0.6495626464756479,24.067480257013813,7500
alpha_2.0,alpha,2.0,22,2,2.0,2.0,0.5,7500,0.6495626464756479,25.79908859997522,7500
alpha_2.0,alpha,2.0,22,3,2.0,2.0,0.5,7500,0.6495626464756479,24.109054139000364,7500
alpha_2.0,alpha,2.0,22,4,2.0,2.0,0.5,7500,0.6495626464756479,24.481664458056912,7500
alpha_2.0,alpha,2.0,22,5,2.0,2.0,0.5,7500,0.6495626464756479,24.227311543072574,7500
alpha_2.0,alpha,2.0,22,6,2.0,2.0,0.5,7500,0.6495626464756479,24.018912544008344,7500
alpha_2.0,alpha,2.0,22,7,2.0,2.0,0.5,7500,0.6495626464756479,24.400699303019792,7500
alpha_2.0,alpha,2.0,22,8,2.0,2.0,0.5,7500,0.6495626464756479,24.802942231995985,7500
alpha_2.0,alpha,2.0,22,9,2.0,2.0,0.5,7500,0.6495626464756479,24.47994019195903,7500
alpha_2.0,alpha,2.0,22,10,2.0,2.0,0.5,7500,0.6495626464756479,24.317795358016156,7500
alpha_2.0,alpha,2.0,22,11,2.0,2.0,0.5,7500,0.6495626464756479,23.987437107949518,7500
alpha_2.0,alpha,2.0,22,12,2.0,2.0,0.5,7500,0.6495626464756479,25.340478776954114,7500
alpha_2.0,alpha,2.0,22,13,2.0,2.0,0.5,7500,0.6495626464756479,24.325665045995265,7500
alpha_2.0,alpha,2.0,22,14,2.0,2.0,0.5,7500,0.6495626464756479,23.794433766976,7500
alpha_2.0,alpha,2.0,22,15,2.0,2.0,0.5,7500,0.6495626464756479,23.935140344081447,7500
alpha_2.0,alpha,2.0,22,16,2.0,2.0,0.5,7500,0.6495626464756479,25.467881008051336,7500
alpha_2.0,alpha,2.0,22,17,2.0,2.0,0.5,7500,0.6495626464756479,23.780274329008535,7500
alpha_2.0,alpha,2.0,22,18,2.0,2.0,0.5,7500,0.6495626464756479,23.729855787009,7500
alpha_2.0,alpha,2.0,22,19,2.0,2.0,0.5,7500,0.6495626464756479,24.0313778759446,7500
alpha_2.0,alpha,2.0,23,0,2.0,2.0,0.5,7500,2.01067302300028,2.2488833920797333,7500
alpha_2.0,alpha,2.0,23,1,2.0,2.0,0.5,7500,2.01067302300028,2.2434261550661176,7500
alpha_2.0,alpha,2.0,23,2,2.0,2.0,0.5,7500,2.01067302300028,2.3356677839765325,7500
alpha_2.0,alpha,2.0,23,3,2.0,2.0,0.5,7500,2.01067302300028,2.230613091029227,7500
alpha_2.0,alpha,2.0,23,4,2.0,2.0,0.5,7500,2.01067302300028,2.278801909997128,7500
alpha_2.0,alpha,2.0,23,5,2.0,2.0,0.5,7500,2.01067302300028,2.3147981790825725,7500
alpha_2.0,alpha,2.0,23,6,2.0,2.0,0.5,7500,2.01067302300028,2.327898679068312,7500
alpha_2.0,alpha,2.0,23,7,2.0,2.0,0.5,7500,2.01067302300028,2.241641805972904,7500
alpha_2.0,alpha,2.0,23,8,2.0,2.0,0.5,7500,2.01067302300028,2.29612958105281,7500
alpha_2.0,alpha,2.0,23,9,2.0,2.0,0.5,7500,2.01067302300028,2.239189795101993,7500
alpha_2.0,alpha,2.0,23,10,2.0,2.0,0.5,7500,2.01067302300028,2.228999088983983,7500
alpha_2.0,alpha,2.0,23,11,2.0,2.0,0.5,7500,2.01067302300028,2.2506924639455974,7500
alpha_2.0,alpha,2.0,23,12,2.0,2.0,0.5,7500,2.01067302300028,2.3364436220144853,7500
alpha_2.0,alpha,2.0,23,13,2.0,2.0,0.5,7500,2.01067302300028,2.241722348961048,7500
alpha_2.0,alpha,2.0,23,14,2.0,2.0,0.5,7500,2.01067302300028,2.286210321006365,7500
alpha_2.0,alpha,2.0,23,15,2.0,2.0,0.5,7500,2.01067302300028,2.2833706359378994,7500
alpha_2.0,alpha,2.0,23,16,2.0,2.0,0.5,7500,2.01067302300028,2.236203644075431,7500
alpha_2.0,alpha,2.0,23,17,2.0,2.0,0.5,7500,2.01067302300028,2.2377950960071757,7500
alpha_2.0,alpha,2.0,23,18,2.0,2.0,0.5,7500,2.01067302300028,2.225646115024574,7500
alpha_2.0,alpha,2.0,23,19,2.0,2.0,0.5,7500,2.01067302300028,2.249901583069004,7500
alpha_2.0,alpha,2.0,24,0,2.0,2.0,0.5,7500,1.3508272334785483,2.685082864947617,7500
alpha_2.0,alpha,2.0,24,1,2.0,2.0,0.5,7500,1.3508272334785483,2.2640846060821787,7500
alpha_2.0,alpha,2.0,24,2,2.0,2.0,0.5,7500,1.3508272334785483,2.4699671970447525,7500
alpha_2.0,alpha,2.0,24,3,2.0,2.0,0.5,7500,1.3508272334785483,2.6341729069827124,7500
alpha_2.0,alpha,2.0,24,4,2.0,2.0,0.5,7500,1.3508272334785483,2.2882517570396885,7500
alpha_2.0,alpha,2.0,24,5,2.0,2.0,0.5,7500,1.3508272334785483,2.24568089004606,7500
alpha_2.0,alpha,2.0,24,6,2.0,2.0,0.5,7500,1.3508272334785483,2.240133394021541,7500
alpha_2.0,alpha,2.0,24,7,2.0,2.0,0.5,7500,1.3508272334785483,2.23836099402979,7500
alpha_2.0,alpha,2.0,24,8,2.0,2.0,0.5,7500,1.3508272334785483,2.2883128609973937,7500
alpha_2.0,alpha,2.0,24,9,2.0,2.0,0.5,7500,1.3508272334785483,2.312724036979489,7500
alpha_2.0,alpha,2.0,24,10,2.0,2.0,0.5,7500,1.3508272334785483,2.2919723329832777,7500
alpha_2.0,alpha,2.0,24,11,2.0,2.0,0.5,7500,1.3508272334785483,2.2300717919133604,7500
alpha_2.0,alpha,2.0,24,12,2.0,2.0,0.5,7500,1.3508272334785483,2.3030138809699565,7500
alpha_2.0,alpha,2.0,24,13,2.0,2.0,0.5,7500,1.3508272334785483,2.33649473299738,7500
alpha_2.0,alpha,2.0,24,14,2.0,2.0,0.5,7500,1.3508272334785483,2.2487322299275547,7500
alpha_2.0,alpha,2.0,24,15,2.0,2.0,0.5,7500,1.3508272334785483,2.2326466570375487,7500
alpha_2.0,alpha,2.0,24,16,2.0,2.0,0.5,7500,1.3508272334785483,2.2847450299886987,7500
alpha_2.0,alpha,2.0,24,17,2.0,2.0,0.5,7500,1.3508272334785483,2.2087231050245464,7500
alpha_2.0,alpha,2.0,24,18,2.0,2.0,0.5,7500,1.3508272334785483,2.2378474649740383,7500
alpha_2.0,alpha,2.0,24,19,2.0,2.0,0.5,7500,1.3508272334785483,2.235361405997537,7500
alpha_2.0,alpha,2.0,25,0,2.0,2.0,0.5,7500,1.9406169918137253,3.3430467779980972,7500
alpha_2.0,alpha,2.0,25,1,2.0,2.0,0.5,7500,1.9406169918137253,3.5347968341084197,7500
alpha_2.0,alpha,2.0,25,2,2.0,2.0,0.5,7500,1.9406169918137253,3.5204853849718347,7500
alpha_2.0,alpha,2.0,25,3,2.0,2.0,0.5,7500,1.9406169918137253,3.4088668830227107,7500
alpha_2.0,alpha,2.0,25,4,2.0,2.0,0.5,7500,1.9406169918137253,3.352937077987008,7500
alpha_2.0,alpha,2.0,25,5,2.0,2.0,0.5,7500,1.9406169918137253,3.309517710004002,7500
alpha_2.0,alpha,2.0,25,6,2.0,2.0,0.5,7500,1.9406169918137253,3.3045945699559525,7500
alpha_2.0,alpha,2.0,25,7,2.0,2.0,0.5,7500,1.9406169918137253,3.2768871940206736,7500
alpha_2.0,alpha,2.0,25,8,2.0,2.0,0.5,7500,1.9406169918137253,3.3860641890205443,7500
alpha_2.0,alpha,2.0,25,9,2.0,2.0,0.5,7500,1.9406169918137253,3.3182609759969637,7500
alpha_2.0,alpha,2.0,25,10,2.0,2.0,0.5,7500,1.9406169918137253,3.337907158071175,7500
alpha_2.0,alpha,2.0,25,11,2.0,2.0,0.5,7500,1.9406169918137253,3.3823007490718737,7500
alpha_2.0,alpha,2.0,25,12,2.0,2.0,0.5,7500,1.9406169918137253,3.371304559055716,7500
alpha_2.0,alpha,2.0,25,13,2.0,2.0,0.5,7500,1.9406169918137253,3.5178934489376843,7500
alpha_2.0,alpha,2.0,25,14,2.0,2.0,0.5,7500,1.9406169918137253,3.298039607005194,7500
alpha_2.0,alpha,2.0,25,15,2.0,2.0,0.5,7500,1.9406169918137253,3.2939910179702565,7500
alpha_2.0,alpha,2.0,25,16,2.0,2.0,0.5,7500,1.9406169918137253,3.3825247370405123,7500
alpha_2.0,alpha,2.0,25,17,2.0,2.0,0.5,7500,1.9406169918137253,3.321660624933429,7500
alpha_2.0,alpha,2.0,25,18,2.0,2.0,0.5,7500,1.9406169918137253,3.26644501904957,7500
alpha_2.0,alpha,2.0,25,19,2.0,2.0,0.5,7500,1.9406169918137253,3.251873073983006,7500
alpha_2.0,alpha,2.0,26,0,2.0,2.0,0.5,7500,2.2337418668032214,5.668768350034952,7500
alpha_2.0,alpha,2.0,26,1,2.0,2.0,0.5,7500,2.218200980928021,5.759567998000421,7500
alpha_2.0,alpha,2.0,26,2,2.0,2.0,0.5,7500,2.218200980928021,5.880770277930424,7500
alpha_2.0,alpha,2.0,26,3,2.0,2.0,0.5,7500,2.218200980928021,5.754604083951563,7500
alpha_2.0,alpha,2.0,26,4,2.0,2.0,0.5,7500,2.218200980928021,5.668203904060647,7500
alpha_2.0,alpha,2.0,26,5,2.0,2.0,0.5,7500,2.218200980928021,5.6481091160094365,7500
alpha_2.0,alpha,2.0,26,6,2.0,2.0,0.5,7500,2.218200980928021,5.675543292076327,7500
alpha_2.0,alpha,2.0,26,7,2.0,2.0,0.5,7500,2.26273690211922,5.622736335033551,7500
alpha_2.0,alpha,2.0,26,8,2.0,2.0,0.5,7500,2.2337418668032214,5.776624012039974,7500
alpha_2.0,alpha,2.0,26,9,2.0,2.0,0.5,7500,2.218200980928021,5.710519427084364,7500
alpha_2.0,alpha,2.0,26,10,2.0,2.0,0.5,7500,2.218200980928021,5.666379960021004,7500
alpha_2.0,alpha,2.0,26,11,2.0,2.0,0.5,7500,2.218200980928021,5.770455278106965,7500
alpha_2.0,alpha,2.0,26,12,2.0,2.0,0.5,7500,2.2337418668032214,5.866732480935752,7500
alpha_2.0,alpha,2.0,26,13,2.0,2.0,0.5,7500,2.2337418668032214,5.519504452007823,7500
alpha_2.0,alpha,2.0,26,14,2.0,2.0,0.5,7500,2.218200980928021,5.626149903051555,7500
alpha_2.0,alpha,2.0,26,15,2.0,2.0,0.5,7500,2.218200980928021,5.748932845075615,7500
alpha_2.0,alpha,2.0,26,16,2.0,2.0,0.5,7500,2.218200980928021,5.757901609991677,7500
alpha_2.0,alpha,2.0,26,17,2.0,2.0,0.5,7500,2.218200980928021,5.661877136910334,7500
alpha_2.0,alpha,2.0,26,18,2.0,2.0,0.5,7500,2.218200980928021,5.608072175993584,7500
alpha_2.0,alpha,2.0,26,19,2.0,2.0,0.5,7500,2.218200980928021,5.548388628987595,7500
alpha_2.0,alpha,2.0,27,0,2.0,2.0,0.5,7500,1.9000621512377234,2.8449536790139973,7500
alpha_2.0,alpha,2.0,27,1,2.0,2.0,0.5,7500,1.9000621512377234,2.9483746570767835,7500
alpha_2.0,alpha,2.0,27,2,2.0,2.0,0.5,7500,1.9000621512377234,2.8571719579631463,7500
alpha_2.0,alpha,2.0,27,3,2.0,2.0,0.5,7500,1.928774443119894,2.8752297369064763,7500
alpha_2.0,alpha,2.0,27,4,2.0,2.0,0.5,7500,1.9000621512377234,2.931739810970612,7500
alpha_2.0,alpha,2.0,27,5,2.0,2.0,0.5,7500,1.9000621512377234,2.814184885006398,7500
alpha_2.0,alpha,2.0,27,6,2.0,2.0,0.5,7500,1.9000621512377234,2.776005379972048,7500
alpha_2.0,alpha,2.0,27,7,2.0,2.0,0.5,7500,1.9000621512377234,3.122023759991862,7500
alpha_2.0,alpha,2.0,27,8,2.0,2.0,0.5,7500,1.9000621512377234,2.830901921959594,7500
alpha_2.0,alpha,2.0,27,9,2.0,2.0,0.5,7500,1.9000621512377234,2.782245369045995,7500
alpha_2.0,alpha,2.0,27,10,2.0,2.0,0.5,7500,1.9000621512377234,3.0706739459419623,7500
alpha_2.0,alpha,2.0,27,11,2.0,2.0,0.5,7500,1.9000621512377234,2.898078675963916,7500
alpha_2.0,alpha,2.0,27,12,2.0,2.0,0.5,7500,1.9000621512377234,2.9162332720588893,7500
alpha_2.0,alpha,2.0,27,13,2.0,2.0,0.5,7500,1.9000621512377234,2.806905179983005,7500
alpha_2.0,alpha,2.0,27,14,2.0,2.0,0.5,7500,1.9000621512377234,2.8294578089844435,7500
alpha_2.0,alpha,2.0,27,15,2.0,2.0,0.5,7500,1.9000621512377234,2.8909878130070865,7500
alpha_2.0,alpha,2.0,27,16,2.0,2.0,0.5,7500,1.9000621512377234,2.8523108360823244,7500
alpha_2.0,alpha,2.0,27,17,2.0,2.0,0.5,7500,1.928774443119894,2.764647861942649,7500
alpha_2.0,alpha,2.0,27,18,2.0,2.0,0.5,7500,1.9000621512377234,2.9140543029643595,7500
alpha_2.0,alpha,2.0,27,19,2.0,2.0,0.5,7500,1.9000621512377234,2.7829360640607774,7500
alpha_2.0,alpha,2.0,28,0,2.0,2.0,0.5,7500,2.075186983843156,5.6406307419529185,7500
alpha_2.0,alpha,2.0,28,1,2.0,2.0,0.5,7500,2.0477446793319563,5.685146042029373,7500
alpha_2.0,alpha,2.0,28,2,2.0,2.0,0.5,7500,2.075186983843156,5.8384018200449646,7500
alpha_2.0,alpha,2.0,28,3,2.0,2.0,0.5,7500,2.047735168367851,5.767637284006923,7500
alpha_2.0,alpha,2.0,28,4,2.0,2.0,0.5,7500,2.047735168367851,5.869077885057777,7500
alpha_2.0,alpha,2.0,28,5,2.0,2.0,0.5,7500,2.025980418950708,5.742528801900335,7500
alpha_2.0,alpha,2.0,28,6,2.0,2.0,0.5,7500,2.025989929914813,5.616359121981077,7500
alpha_2.0,alpha,2.0,28,7,2.0,2.0,0.5,7500,2.025980418950708,5.539213337004185,7500
alpha_2.0,alpha,2.0,28,8,2.0,2.0,0.5,7500,2.0810571994065388,5.586627578013577,7500
alpha_2.0,alpha,2.0,28,9,2.0,2.0,0.5,7500,2.047735168367851,5.585176285007037,7500
alpha_2.0,alpha,2.0,28,10,2.0,2.0,0.5,7500,2.025980418950708,5.77258735394571,7500
alpha_2.0,alpha,2.0,28,11,2.0,2.0,0.5,7500,2.075186983843156,5.666276624077,7500
alpha_2.0,alpha,2.0,28,12,2.0,2.0,0.5,7500,2.025980418950708,5.543244272004813,7500
alpha_2.0,alpha,2.0,28,13,2.0,2.0,0.5,7500,2.025989929914813,5.79434265405871,7500
alpha_2.0,alpha,2.0,28,14,2.0,2.0,0.5,7500,2.025989929914813,5.792492824955843,7500
alpha_2.0,alpha,2.0,28,15,2.0,2.0,0.5,7500,2.075186983843156,5.829970790073276,7500
alpha_2.0,alpha,2.0,28,16,2.0,2.0,0.5,7500,2.025980418950708,5.814088696963154,7500
alpha_2.0,alpha,2.0,28,17,2.0,2.0,0.5,7500,2.025980418950708,5.554632329964079,7500
alpha_2.0,alpha,2.0,28,18,2.0,2.0,0.5,7500,2.025989929914813,5.590530204004608,7500
alpha_2.0,alpha,2.0,28,19,2.0,2.0,0.5,7500,2.0810571994065388,5.574267230927944,7500
alpha_2.0,alpha,2.0,29,0,2.0,2.0,0.5,7500,2.5089433821497114,11.345989271998405,7500
alpha_2.0,alpha,2.0,29,1,2.0,2.0,0.5,7500,2.5194549767303167,11.254245289950632,7500
alpha_2.0,alpha,2.0,29,2,2.0,2.0,0.5,7500,2.528211564545008,11.967828414984979,7500
alpha_2.0,alpha,2.0,29,3,2.0,2.0,0.5,7500,2.5185469193175045,11.324260546010919,7500
alpha_2.0,alpha,2.0,29,4,2.0,2.0,0.5,7500,2.516005552577852,11.625396364950575,7500
alpha_2.0,alpha,2.0,29,5,2.0,2.0,0.5,7500,2.517757877176658,11.486746225971729,7500
alpha_2.0,alpha,2.0,29,6,2.0,2.0,0.5,7500,2.5279543972157237,11.625776252010837,7500
alpha_2.0,alpha,2.0,29,7,2.0,2.0,0.5,7500,2.4917912704064307,11.307675910065882,7500
alpha_2.0,alpha,2.0,29,8,2.0,2.0,0.5,7500,2.5185469193175045,11.248880582046695,7500
alpha_2.0,alpha,2.0,29,9,2.0,2.0,0.5,7500,2.5554232143619515,11.389124333043583,7500
alpha_2.0,alpha,2.0,29,10,2.0,2.0,0.5,7500,2.5185469193175045,11.227056402014568,7500
alpha_2.0,alpha,2.0,29,11,2.0,2.0,0.5,7500,2.557891310750666,11.162729485076852,7500
alpha_2.0,alpha,2.0,29,12,2.0,2.0,0.5,7500,2.5185469193175045,11.606712089036591,7500
alpha_2.0,alpha,2.0,29,13,2.0,2.0,0.5,7500,2.536710985030414,11.644135954091325,7500
alpha_2.0,alpha,2.0,29,14,2.0,2.0,0.5,7500,2.5466666265472604,11.169662715983577,7500
alpha_2.0,alpha,2.0,29,15,2.0,2.0,0.5,7500,2.554178171315235,11.58788610692136,7500
alpha_2.0,alpha,2.0,29,16,2.0,2.0,0.5,7500,2.528211564545008,11.744493603007868,7500
alpha_2.0,alpha,2.0,29,17,2.0,2.0,0.5,7500,2.563585649213454,11.2255860370351,7500
alpha_2.0,alpha,2.0,29,18,2.0,2.0,0.5,7500,2.528211564545008,11.938713185023516,7500
alpha_2.0,alpha,2.0,29,19,2.0,2.0,0.5,7500,2.4917912704064307,11.499581890995614,7500
alpha_2.0,alpha,2.0,30,0,2.0,2.0,0.5,7500,1.955778070372509,6.847332627046853,7500
alpha_2.0,alpha,2.0,30,1,2.0,2.0,0.5,7500,1.9953091523008641,6.80785946897231,7500
alpha_2.0,alpha,2.0,30,2,2.0,2.0,0.5,7500,1.9361459895210615,6.70072943600826,7500
alpha_2.0,alpha,2.0,30,3,2.0,2.0,0.5,7500,1.9654791468987833,6.729619732010178,7500
alpha_2.0,alpha,2.0,30,4,2.0,2.0,0.5,7500,1.9732727629810076,7.025585809955373,7500
alpha_2.0,alpha,2.0,30,5,2.0,2.0,0.5,7500,1.964636982675153,6.663192312000319,7500
alpha_2.0,alpha,2.0,30,6,2.0,2.0,0.5,7500,1.9654791468987833,6.899289209977724,7500
alpha_2.0,alpha,2.0,30,7,2.0,2.0,0.5,7500,1.9654791468987833,6.8843984679551795,7500
alpha_2.0,alpha,2.0,30,8,2.0,2.0,0.5,7500,2.05669965406705,7.718279638909735,7500
alpha_2.0,alpha,2.0,30,9,2.0,2.0,0.5,7500,1.955778070372509,6.74460673192516,7500
alpha_2.0,alpha,2.0,30,10,2.0,2.0,0.5,7500,1.990144428327388,6.954655478009954,7500
alpha_2.0,alpha,2.0,30,11,2.0,2.0,0.5,7500,1.9578827361912485,6.837453582906164,7500
alpha_2.0,alpha,2.0,30,12,2.0,2.0,0.5,7500,1.9678300454616937,6.656311969971284,7500
alpha_2.0,alpha,2.0,30,13,2.0,2.0,0.5,7500,1.9337416810526524,6.704494562000036,7500
alpha_2.0,alpha,2.0,30,14,2.0,2.0,0.5,7500,1.9578827361912485,6.6743058799766,7500
alpha_2.0,alpha,2.0,30,15,2.0,2.0,0.5,7500,1.9578827361912485,6.928425935097039,7500
alpha_2.0,alpha,2.0,30,16,2.0,2.0,0.5,7500,2.0191849709747984,6.905108031933196,7500
alpha_2.0,alpha,2.0,30,17,2.0,2.0,0.5,7500,2.018145835577509,7.716655800002627,7500
alpha_2.0,alpha,2.0,30,18,2.0,2.0,0.5,7500,1.935846346871392,6.939080092939548,7500
alpha_2.0,alpha,2.0,30,19,2.0,2.0,0.5,7500,1.9470845427134211,7.003259500022978,7500
base,base,0.0,1,0,1.0,2.0,0.5,7500,1.7739991125114165,4.39603781607002,7500
base,base,0.0,1,1,1.0,2.0,0.5,7500,1.7739991125114165,4.897118189954199,7500
base,base,0.0,1,2,1.0,2.0,0.5,7500,1.7739991125114165,4.876475248020142,7500
base,base,0.0,1,3,1.0,2.0,0.5,7500,1.7739991125114165,4.517676535062492,7500
base,base,0.0,1,4,1.0,2.0,0.5,7500,1.7739991125114165,4.532786210998893,7500
base,base,0.0,1,5,1.0,2.0,0.5,7500,1.7739991125114165,4.480949553078972,7500
base,base,0.0,1,6,1.0,2.0,0.5,7500,1.7739991125114165,5.080699522048235,7500
base,base,0.0,1,7,1.0,2.0,0.5,7500,1.7739991125114165,4.529642862966284,7500
base,base,0.0,1,8,1.0,2.0,0.5,7500,1.7739991125114165,4.579080061987042,7500
base,base,0.0,1,9,1.0,2.0,0.5,7500,1.7739991125114165,4.540340070030652,7500
base,base,0.0,1,10,1.0,2.0,0.5,7500,1.7739991125114165,4.424753985018469,7500
base,base,0.0,1,11,1.0,2.0,0.5,7500,1.7739991125114165,5.06676255306229,7500
base,base,0.0,1,12,1.0,2.0,0.5,7500,1.7739991125114165,4.511032014037482,7500
base,base,0.0,1,13,1.0,2.0,0.5,7500,1.7739991125114165,4.494678949937224,7500
base,base,0.0,1,14,1.0,2.0,0.5,7500,1.7739991125114165,4.487390007008798,7500
base,base,0.0,1,15,1.0,2.0,0.5,7500,1.7739991125114165,4.499046274926513,7500
base,base,0.0,1,16,1.0,2.0,0.5,7500,1.7739991125114165,4.5621969369240105,7500
base,base,0.0,1,17,1.0,2.0,0.5,7500,1.7739991125114165,4.520234992960468,7500
base,base,0.0,1,18,1.0,2.0,0.5,7500,1.7739991125114165,4.549034953932278,7500
base,base,0.0,1,19,1.0,2.0,0.5,7500,1.7739991125114165,4.50378452707082,7500
base,base,0.0,2,0,1.0,2.0,0.5,7500,2.279975082456949,4.478369219927117,7500
base,base,0.0,2,1,1.0,2.0,0.5,7500,2.279975082456949,4.41089510906022,7500
base,base,0.0,2,2,1.0,2.0,0.5,7500,2.279975082456949,4.444522772915661,7500
base,base,0.0,2,3,1.0,2.0,0.5,7500,2.279975082456949,4.473859440069646,7500
base,base,0.0,2,4,1.0,2.0,0.5,7500,2.279975082456949,4.388594259973615,7500
base,base,0.0,2,5,1.0,2.0,0.5,7500,2.279975082456949,4.600497980020009,7500
base,base,0.0,2,6,1.0,2.0,0.5,7500,2.279975082456949,4.551850894931704,7500
base,base,0.0,2,7,1.0,2.0,0.5,7500,2.279975082456949,4.46897267003078,7500
base,base,0.0,2,8,1.0,2.0,0.5,7500,2.279975082456949,4.635548688005656,7500
base,base,0.0,2,9,1.0,2.0,0.5,7500,2.279975082456949,4.657331169000827,7500
base,base,0.0,2,10,1.0,2.0,0.5,7500,2.279975082456949,4.55322897201404,7500
base,base,0.0,2,11,1.0,2.0,0.5,7500,2.279975082456949,4.549202847993001,7500
base,base,0.0,2,12,1.0,2.0,0.5,7500,2.279975082456949,4.563090740935877,7500
base,base,0.0,2,13,1.0,2.0,0.5,7500,2.279975082456949,4.410261417971924,7500
base,base,0.0,2,14,1.0,2.0,0.5,7500,2.279975082456949,4.396825929987244,7500
base,base,0.0,2,15,1.0,2.0,0.5,7500,2.279975082456949,4.566503238049336,7500
base,base,0.0,2,16,1.0,2.0,0.5,7500,2.279975082456949,4.435014356044121,7500
base,base,0.0,2,17,1.0,2.0,0.5,7500,2.279975082456949,4.419130823109299,7500
base,base,0.0,2,18,1.0,2.0,0.5,7500,2.279975082456949,4.572275307029486,7500
base,base,0.0,2,19,1.0,2.0,0.5,7500,2.279975082456949,4.564441450987943,7500
base,base,0.0,3,0,1.0,2.0,0.5,7500,2.5554615909469742,6.521409777924418,7500
base,base,0.0,3,1,1.0,2.0,0.5,7500,2.5554615909469742,6.376245141029358,7500
base,base,0.0,3,2,1.0,2.0,0.5,7500,2.5554615909469742,6.626174264936708,7500
base,base,0.0,3,3,1.0,2.0,0.5,7500,2.5554615909469742,6.422752226004377,7500
base,base,0.0,3,4,1.0,2.0,0.5,7500,2.5554615909469742,6.422465465031564,7500
base,base,0.0,3,5,1.0,2.0,0.5,7500,2.5554615909469742,6.374087590025738,7500
base,base,0.0,3,6,1.0,2.0,0.5,7500,2.5554615909469742,6.439850192982704,7500
