config_id,factor,value,task_id,seed,alpha,beta,evaporation,evaluation_budget,length_km,runtime_s,evaluations
alpha_0.5,alpha,0.5,8,12,0.5,2.0,0.5,7500,2.435258572417939,11.046632125042379,7500
alpha_0.5,alpha,0.5,8,13,0.5,2.0,0.5,7500,2.4314289960780373,11.182733125984669,7500
alpha_0.5,alpha,0.5,8,14,0.5,2.0,0.5,7500,2.4488617191993183,11.045094884932041,7500
alpha_0.5,alpha,0.5,8,15,0.5,2.0,0.5,7500,2.4488617191993183,10.926039662095718,7500
alpha_0.5,alpha,0.5,8,16,0.5,2.0,0.5,7500,2.4314289960780373,11.315102971042506,7500
alpha_0.5,alpha,0.5,8,17,0.5,2.0,0.5,7500,2.4352585724179385,11.166831702925265,7500
alpha_0.5,alpha,0.5,8,18,0.5,2.0,0.5,7500,2.4314289960780373,11.094365346012637,7500
alpha_0.5,alpha,0.5,8,19,0.5,2.0,0.5,7500,2.4703466817297675,11.00403844495304,7500
alpha_0.5,alpha,0.5,9,0,0.5,2.0,0.5,7500,2.4122006554120246,7.273028136929497,7500
alpha_0.5,alpha,0.5,9,1,0.5,2.0,0.5,7500,2.4122006554120246,7.332360539003275,7500
alpha_0.5,alpha,0.5,9,2,0.5,2.0,0.5,7500,2.4122006554120246,7.281763158040121,7500
alpha_0.5,alpha,0.5,9,3,0.5,2.0,0.5,7500,2.4122006554120246,7.264513221918605,7500
alpha_0.5,alpha,0.5,9,4,0.5,2.0,0.5,7500,2.4122006554120246,7.36182386893779,7500
alpha_0.5,alpha,0.5,9,5,0.5,2.0,0.5,7500,2.4122006554120246,7.304551415028982,7500
alpha_0.5,alpha,0.5,9,6,0.5,2.0,0.5,7500,2.4122006554120246,7.236978263943456,7500
alpha_0.5,alpha,0.5,9,7,0.5,2.0,0.5,7500,2.4122006554120246,7.342202294035815,7500
alpha_0.5,alpha,0.5,9,8,0.5,2.0,0.5,7500,2.4122006554120246,7.3155384690035135,7500
alpha_0.5,alpha,0.5,9,9,0.5,2.0,0.5,7500,2.4122006554120246,7.668190736905672,7500
alpha_0.5,alpha,0.5,9,10,0.5,2.0,0.5,7500,2.4122006554120246,7.393137792008929,7500
alpha_0.5,alpha,0.5,9,11,0.5,2.0,0.5,7500,2.4122006554120246,7.313203649013303,7500
alpha_0.5,alpha,0.5,9,12,0.5,2.0,0.5,7500,2.4122006554120246,7.428702826029621,7500
alpha_0.5,alpha,0.5,9,13,0.5,2.0,0.5,7500,2.4122006554120246,7.599517669994384,7500
alpha_0.5,alpha,0.5,9,14,0.5,2.0,0.5,7500,2.4122006554120246,7.616046777926385,7500
alpha_0.5,alpha,0.5,9,15,0.5,2.0,0.5,7500,2.4122006554120246,7.490040678996593,7500
alpha_0.5,alpha,0.5,9,16,0.5,2.0,0.5,7500,2.4122006554120246,7.534913728013635,7500
alpha_0.5,alpha,0.5,9,17,0.5,2.0,0.5,7500,2.4122006554120246,7.695854902965948,7500
alpha_0.5,alpha,0.5,9,18,0.5,2.0,0.5,7500,2.4122006554120246,7.542835989966989,7500
alpha_0.5,alpha,0.5,9,19,0.5,2.0,0.5,7500,2.4122006554120246,7.595099169993773,7500
alpha_0.5,alpha,0.5,10,0,0.5,2.0,0.5,7500,2.2847926646599612,6.153527817921713,7500
alpha_0.5,alpha,0.5,10,1,0.5,2.0,0.5,7500,2.2847926646599612,6.228860151022673,7500
alpha_0.5,alpha,0.5,10,2,0.5,2.0,0.5,7500,2.3140252728719384,6.489088314003311,7500
alpha_0.5,alpha,0.5,10,3,0.5,2.0,0.5,7500,2.3140252728719384,6.207864635041915,7500
alpha_0.5,alpha,0.5,10,4,0.5,2.0,0.5,7500,2.2847926646599612,6.180517069064081,7500
alpha_0.5,alpha,0.5,10,5,0.5,2.0,0.5,7500,2.3140252728719384,6.187432642909698,7500
alpha_0.5,alpha,0.5,10,6,0.5,2.0,0.5,7500,2.2847926646599612,6.117637087940238,7500
alpha_0.5,alpha,0.5,10,7,0.5,2.0,0.5,7500,2.2847926646599612,6.071539998985827,7500
alpha_0.5,alpha,0.5,10,8,0.5,2.0,0.5,7500,2.2847926646599612,6.310946832993068,7500
alpha_0.5,alpha,0.5,10,9,0.5,2.0,0.5,7500,2.2847926646599612,6.389223202015273,7500
alpha_0.5,alpha,0.5,10,10,0.5,2.0,0.5,7500,2.2847926646599612,6.144311905023642,7500
alpha_0.5,alpha,0.5,10,11,0.5,2.0,0.5,7500,2.2847926646599612,6.242664163000882,7500
alpha_0.5,alpha,0.5,10,12,0.5,2.0,0.5,7500,2.2847926646599612,6.264545585028827,7500
alpha_0.5,alpha,0.5,10,13,0.5,2.0,0.5,7500,2.2847926646599612,6.389710544026457,7500
