config_id,factor,value,mean_route_km,total_route_km,mean_gap_pct,max_gap_pct,mean_runtime_s
alpha_0.5,alpha,0.5,2.014095160410546,60.42285481231638,0.13208746767781915,1.3164648383376374,6.735799844945819
alpha_2.0,alpha,2.0,2.035116068116879,61.05348204350638,1.0681323684996065,6.2151354957323415,6.726004924531832
base,base,0.0,2.0153525048744574,60.460575146233715,0.1808059649836624,2.6877850031925807,4.856490247548209
beta_1.0,beta,1.0,2.012127267821378,60.363818034641334,0.043609993879843365,0.6495904949638283,6.734090227590447
beta_4.0,beta,4.0,2.0237239362047332,60.711718086142,0.573561595176615,6.2790442176145564,6.862984143162418
evaluation_budget_15000,evaluation_budget,15000.0,2.01497146301351,60.449143890405296,0.16351717763265897,2.6877850031925807,13.371174714007259
evaluation_budget_3750,evaluation_budget,3750.0,2.0157726604043313,60.47317981212994,0.20006097267523754,2.6877850031925807,3.3537047611667856
evaporation_0.2,evaporation,0.2,2.013065367306404,60.391961019192124,0.08417810529223252,1.4301876342261666,6.77000845761504
evaporation_0.8,evaporation,0.8,2.0176129881144456,60.52838964343337,0.2775716743950751,4.071863557003027,6.757522461595169
