task_id,method,length_km,length_sd,runtime_s,evaluations,n_runs
21,Portfolio,2.207342884706021,0.0,3.734444475109922,22535.0,20
21,Raw,2.4993160201002165,0.0,8.614649996160914e-05,1.0,20
22,ACO,0.6495626464756479,0.0,17.723822566459422,7500.0,20
22,ACO×3,0.6495626464756479,0.0,53.529849393712354,22500.0,20
22,DE,1.3798886886859942,0.2166578581200184,0.9060900901444257,7500.0,20
22,NN+2opt,0.6495626464756479,0.0,0.01913096330245021,867.0,20
22,PSO,1.6573221869391326,0.39386562547222426,0.1873587783600669,7500.0,20
22,Portfolio,0.6495626464756479,0.0,18.83779321721522,23368.0,20
22,Raw,0.665613609574188,0.0,0.00138185889809388,1.0,20
23,ACO,2.01067302300028,0.0,1.696639576042071,7500.0,20
23,ACO×3,2.01067302300028,0.0,5.132580922154011,22500.0,20
23,DE,2.01067302300028,0.0,0.756742063636193,7500.0,20
23,NN+2opt,2.01067302300028,0.0,0.00014932371559548,7.0,20
23,PSO,2.01067302300028,0.0,0.06279472650494423,7500.0,20
23,Portfolio,2.01067302300028,0.0,2.5163879796222317,22508.0,20
23,Raw,2.01067302300028,0.0,5.307766841724515e-05,1.0,20
24,ACO,1.3508272334785485,0.0,1.7161050888011231,7500.0,20
24,ACO×3,1.3508272334785485,0.0,5.089429990859935,22500.0,20
24,DE,1.3508272334785485,0.0,0.7576231776969508,7500.0,20
24,NN+2opt,1.3508272334785485,0.0,0.00017541315755801998,12.0,20
24,PSO,1.3508272334785485,0.0,0.06474149974528695,7500.0,20
24,Portfolio,1.3508272334785485,0.0,2.5387086354312487,22513.0,20
24,Raw,1.5541362851202245,0.0,5.3973129251971844e-05,1.0,20
25,ACO,1.9406169918137253,0.0,2.4685035396134483,7500.0,20
25,ACO×3,1.9406169918137253,0.0,7.411208716430702,22500.0,20
25,DE,1.9406169918137253,0.0,0.7475775396102108,7500.0,20
25,NN+2opt,1.9406169918137253,0.0,0.0004381727892905,55.0,20
25,PSO,1.9406169918137253,0.0,0.06943330290960144,7500.0,20
25,Portfolio,1.9406169918137253,0.0,3.2860316272592174,22556.0,20
25,Raw,2.1765993600481863,0.0,7.001497433520583e-05,1.0,20
26,ACO,2.218200980928021,0.0,4.265427757182624,7500.0,20
26,ACO×3,2.218200980928021,0.0,12.646949476975715,22500.0,20
26,DE,2.2346678924907395,0.02580707257133225,0.8080795555491932,7500.0,20
26,NN+2opt,2.218200980928021,0.0,0.0009510764677542751,87.0,20
26,PSO,2.397697254371909,0.23255164598397027,0.08615040935692372,7500.0,20
26,Portfolio,2.218200980928021,0.0,5.16075260504731,22588.0,20
26,Raw,3.5077765792448607,0.0,0.00013371959212231502,1.0,20
27,ACO,1.900062151237724,0.0,2.06939354109345,7500.0,20
27,ACO×3,1.900062151237724,0.0,6.251759029371897,22500.0,20
27,DE,1.900062151237724,0.0,0.7585184788447805,7500.0,20
27,NN+2opt,1.900062151237724,0.0,0.00024978378787631004,23.0,20
27,PSO,1.9014977658318326,0.006420263643834761,0.06686797736329023,7500.0,20
27,Portfolio,1.900062151237724,0.0,2.8951026907307096,22524.0,20
27,Raw,2.510933271472731,0.0,6.190603598952294e-05,1.0,20
28,ACO,2.0270714852590017,0.004865966982990335,4.165085473289946,7500.0,20
28,ACO×3,2.0259808944989133,2.126716227073161e-06,12.558843939885264,22500.0,20
28,DE,2.0364183620572076,0.020349957135416926,0.8032583683612756,7500.0,20
28,NN+2opt,2.025980418950708,0.0,0.00143287094542751,183.0,20
28,PSO,2.125459081807853,0.06962090046382945,0.08544792424072509,7500.0,20
28,Portfolio,2.025980418950708,0.0,5.055364260479109,22684.0,20
28,Raw,3.118478690210585,0.0,0.00013006340013812498,1.0,20
29,ACO,2.5036536761892187,0.011751032716057775,8.339080619154265,7500.0,20
29,ACO×3,2.4953617169393083,0.008159017244208505,25.106906704336872,22500.0,20
